@relation ecoli-weka.filters.unsupervised.instance.MyBinaryData-S42-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last-weka.filters.unsupervised.attribute.NumericToNominal-Rfirst-last

@attribute mcg {0,0.04,0.06,0.07,0.1,0.11,0.12,0.16,0.17,0.18,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.81,0.83,0.84,0.85,0.86,0.87,0.88,0.89}
@attribute gvh {0.16,0.23,0.24,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.78,0.8,0.81,0.82,0.83,0.84,0.86,0.88,0.9,1}
@attribute lip {0.48,1}
@attribute chg {0.5,1}
@attribute aac {0,0.06,0.16,0.17,0.22,0.25,0.27,0.28,0.29,0.3,0.31,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.7,0.71,0.72,0.73,0.74,0.75,0.77,0.79,0.83,0.84,0.86,0.88}
@attribute alm1 {0.03,0.05,0.06,0.11,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.61,0.62,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.94,1}
@attribute alm2 {0,0.01,0.14,0.15,0.16,0.17,0.19,0.2,0.21,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.61,0.62,0.63,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.92,0.94,0.99}
@attribute Class {Yes,No}

@data
0.42,0.38,0.48,0.5,0.54,0.34,0.43,No
0.64,0.72,0.48,0.5,0.49,0.42,0.19,No
0.4,0.46,0.48,0.5,0.52,0.49,0.56,No
0.43,0.37,0.48,0.5,0.53,0.35,0.44,No
0.63,0.49,0.48,0.5,0.54,0.76,0.79,No
0.37,0.5,0.48,0.5,0.42,0.36,0.45,No
0.71,0.52,0.48,0.5,0.64,1,0.99,Yes
0.16,0.43,0.48,0.5,0.54,0.27,0.37,No
0.34,0.46,0.48,0.5,0.52,0.35,0.44,No
0.63,0.71,0.48,0.5,0.6,0.4,0.39,No
0.16,0.51,0.48,0.5,0.33,0.39,0.48,Yes
0.74,0.7,0.48,0.5,0.66,0.65,0.69,Yes
0.88,0.42,0.48,0.5,0.52,0.73,0.75,No
0.42,0.3,0.48,0.5,0.48,0.26,0.36,No
0.36,0.45,0.48,0.5,0.38,0.79,0.17,Yes
0.43,0.4,0.48,0.5,0.39,0.28,0.39,No
0.66,0.48,0.48,0.5,0.54,0.7,0.74,No
0.49,0.43,0.48,0.5,0.49,0.3,0.4,No
0.52,0.54,0.48,0.5,0.62,0.76,0.79,Yes
0.75,0.84,0.48,0.5,0.35,0.52,0.33,No
0.72,0.46,0.48,0.5,0.51,0.66,0.7,Yes
0.31,0.44,0.48,0.5,0.5,0.79,0.82,Yes
0.81,0.52,0.48,0.5,0.57,0.78,0.8,No
0.4,0.29,0.48,0.5,0.42,0.35,0.44,No
0.42,0.4,0.48,0.5,0.56,0.18,0.3,No
0.28,0.38,0.48,0.5,0.5,0.33,0.42,No
0.17,0.39,0.48,0.5,0.53,0.3,0.39,No
0.4,0.41,0.48,0.5,0.55,0.22,0.33,No
0.48,0.45,0.48,0.5,0.6,0.78,0.8,Yes
0.62,0.78,0.48,0.5,0.47,0.49,0.54,No
0.43,0.39,0.48,0.5,0.47,0.31,0.41,No
0.75,0.76,0.48,0.5,0.83,0.57,0.3,No
0.72,0.42,0.48,0.5,0.65,0.77,0.79,No
0.4,0.46,0.48,0.5,0.42,0.35,0.44,No
0.12,0.43,0.48,0.5,0.63,0.7,0.74,Yes
0.5,0.51,0.48,0.5,0.27,0.23,0.34,No
0.87,0.49,0.48,0.5,0.61,0.76,0.79,No
0.68,0.78,0.48,0.5,0.43,0.44,0.42,No
0.3,0.51,0.48,0.5,0.42,0.61,0.34,Yes
0.48,0.42,0.48,0.5,0.45,0.25,0.35,No
0.7,0.53,0.48,0.5,0.7,0.86,0.87,No
0.31,0.23,0.48,0.5,0.73,0.05,0.14,No
0.73,0.84,0.48,0.5,0.86,0.58,0.29,No
0.06,0.61,0.48,0.5,0.49,0.92,0.37,Yes
0.72,0.86,0.48,0.5,0.17,0.55,0.21,No
0.52,0.81,0.48,0.5,0.72,0.38,0.38,No
0.52,0.44,0.48,0.5,0.37,0.36,0.42,No
0.77,0.57,1,0.5,0.37,0.54,0.01,No
0.63,1,0.48,0.5,0.35,0.51,0.49,No
0.76,0.41,0.48,0.5,0.5,0.59,0.62,No
0.69,0.67,0.48,0.5,0.3,0.39,0.24,No
0.2,0.46,0.48,0.5,0.57,0.78,0.81,Yes
0.25,0.4,0.48,0.5,0.46,0.44,0.52,No
0.3,0.16,0.48,0.5,0.56,0.11,0.23,No
0.23,0.34,0.48,0.5,0.43,0.26,0.37,No
0.67,0.88,0.48,0.5,0.73,0.5,0.25,No
0.49,0.61,1,0.5,0.56,0.71,0.74,No
0.31,0.36,0.48,0.5,0.58,0.94,0.94,Yes
0.47,0.55,0.48,0.5,0.58,0.71,0.75,Yes
0.52,0.39,0.48,0.5,0.65,0.71,0.73,Yes
0.46,0.59,0.48,0.5,0.36,0.76,0.23,Yes
0.24,0.41,0.48,0.5,0.49,0.23,0.34,No
0.51,0.46,0.48,0.5,0.58,0.31,0.41,No
0.52,0.57,0.48,0.5,0.42,0.47,0.54,No
0.24,0.57,0.48,0.5,0.63,0.34,0.43,No
0.29,0.39,0.48,0.5,0.52,0.4,0.48,No
0.7,0.4,0.48,0.5,0.56,0.86,0.83,Yes
0.65,0.57,0.48,0.5,0.47,0.47,0.51,No
0.51,0.37,0.48,0.5,0.35,0.36,0.45,No
0.68,0.67,0.48,0.5,0.49,0.4,0.34,No
0.63,0.51,0.48,0.5,0.64,0.72,0.76,No
0.5,0.37,0.48,0.5,0.66,0.64,0.69,Yes
0.58,0.34,0.48,0.5,0.56,0.87,0.81,Yes
0.44,0.52,0.48,0.5,0.43,0.47,0.54,Yes
0.07,0.4,0.48,0.5,0.54,0.35,0.44,No
0.25,0.51,0.48,0.5,0.37,0.42,0.5,No
0.4,0.5,0.48,0.5,0.45,0.39,0.47,No
0.71,0.46,1,0.5,0.52,0.59,0.3,No
0.73,0.36,0.48,0.5,0.53,0.91,0.92,Yes
0.11,0.5,0.48,0.5,0.58,0.72,0.68,Yes
0.62,0.83,0.48,0.5,0.46,0.36,0.4,No
0.59,0.61,0.48,0.5,0.42,0.42,0.37,No
0.69,0.59,0.48,0.5,0.77,0.39,0.21,No
0.79,0.41,0.48,0.5,0.66,0.81,0.83,No
0.67,0.81,0.48,0.5,0.54,0.49,0.23,No
0.39,0.41,0.48,0.5,0.52,0.72,0.75,Yes
0.53,0.42,0.48,0.5,0.16,0.29,0.39,No
0.29,0.28,0.48,0.5,0.5,0.42,0.5,No
0.24,0.35,0.48,0.5,0.31,0.19,0.31,No
0.24,0.34,0.48,0.5,0.38,0.3,0.4,No
0.24,0.43,0.48,0.5,0.37,0.28,0.38,No
0.04,0.31,0.48,0.5,0.41,0.29,0.39,No
0.31,0.47,0.48,0.5,0.29,0.28,0.39,No
0.47,0.47,0.48,0.5,0.22,0.16,0.26,No
0.7,0.71,0.48,0.5,0.42,0.84,0.85,No
0.49,0.42,0.48,0.5,0.53,0.79,0.81,Yes
0.64,0.78,0.48,0.5,0.5,0.36,0.38,No
0.7,0.46,0.48,0.5,0.56,0.78,0.73,Yes
0.68,0.63,0.48,0.5,0.73,0.4,0.3,No
0.69,0.39,0.48,0.5,0.57,0.76,0.79,Yes
0.36,0.56,0.48,0.5,0.43,0.45,0.53,No
0.29,0.41,0.48,0.5,0.48,0.38,0.46,No
0.25,0.4,0.48,0.5,0.47,0.33,0.42,No
0.44,0.27,0.48,0.5,0.55,0.52,0.58,No
0.29,0.3,0.48,0.5,0.45,0.03,0.17,No
0.36,0.42,0.48,0.5,0.53,0.32,0.41,No
0.63,0.42,0.48,0.5,0.48,0.77,0.8,No
0.63,0.57,0.48,0.5,0.49,0.7,0.2,No
0.63,0.83,0.48,0.5,0.4,0.39,0.19,No
0.62,0.42,0.48,0.5,0.58,0.79,0.81,No
0.56,0.68,0.48,0.5,0.77,0.36,0.45,No
0.33,0.37,0.48,0.5,0.46,0.65,0.69,Yes
0.2,0.44,0.48,0.5,0.46,0.51,0.57,No
0.52,0.36,0.48,0.5,0.41,0.28,0.38,No
0.41,0.48,0.48,0.5,0.51,0.44,0.51,No
0.86,0.39,0.48,0.5,0.59,0.89,0.9,No
0.67,0.7,0.48,0.5,0.46,0.45,0.33,No
0.44,0.56,0.48,0.5,0.5,0.46,0.54,No
0.67,0.81,0.48,0.5,0.25,0.42,0.25,No
0.71,0.57,0.48,0.5,0.48,0.35,0.32,No
0.64,0.46,0.48,0.5,0.48,0.73,0.76,No
0.71,0.71,0.48,0.5,0.4,0.54,0.39,No
0.33,0.45,0.48,0.5,0.45,0.88,0.89,Yes
0.41,0.43,0.48,0.5,0.45,0.31,0.41,No
0.71,0.86,0.48,0.5,0.4,0.54,0.32,No
0.55,0.47,0.48,0.5,0.57,0.78,0.8,Yes
0.63,0.69,0.48,0.5,0.65,0.41,0.28,No
0.34,0.55,0.48,0.5,0.58,0.31,0.41,No
0.58,0.55,0.48,0.5,0.57,0.7,0.74,Yes
0.25,0.37,0.48,0.5,0.41,0.33,0.42,No
0.58,0.6,0.48,0.5,0.59,0.73,0.76,No
0.67,0.39,0.48,0.5,0.36,0.38,0.46,No
0.68,0.51,0.48,0.5,0.71,0.75,0.78,Yes
0.5,0.49,0.48,0.5,0.49,0.46,0.53,No
0.54,0.47,0.48,0.5,0.28,0.33,0.42,No
0.65,0.55,0.48,0.5,0.34,0.37,0.28,No
0.66,0.74,0.48,0.5,0.31,0.38,0.43,No
0.61,0.45,0.48,0.5,0.48,0.35,0.41,No
0.34,0.28,0.48,0.5,0.41,0.35,0.44,No
0.64,0.58,0.48,0.5,0.48,0.78,0.73,Yes
0.17,0.38,0.48,0.5,0.45,0.42,0.5,No
0.6,0.5,1,0.5,0.54,0.77,0.8,Yes
0.51,0.49,0.48,0.5,0.53,0.14,0.26,No
0.34,0.49,0.48,0.5,0.58,0.85,0.8,Yes
0.34,0.51,0.48,0.5,0.67,0.9,0.9,Yes
0.57,0.38,0.48,0.5,0.06,0.49,0.33,No
0.34,0.51,0.48,0.5,0.44,0.37,0.46,No
0.5,0.57,0.48,0.5,0.71,0.61,0.66,Yes
0.56,0.4,0.48,0.5,0.49,0.37,0.46,No
0.63,0.47,0.48,0.5,0.51,0.82,0.84,Yes
0.44,0.34,0.48,0.5,0.3,0.33,0.43,No
0.79,0.36,0.48,0.5,0.46,0.82,0.7,No
0.36,0.39,0.48,0.5,0.48,0.22,0.23,No
0.66,0.86,0.48,0.5,0.34,0.41,0.36,No
0.5,0.66,0.48,0.5,0.31,0.92,0.92,Yes
0.67,0.55,1,0.5,0.66,0.58,0.16,No
0.35,0.34,0.48,0.5,0.46,0.3,0.27,No
0.29,0.37,0.48,0.5,0.48,0.44,0.52,No
0.47,0.29,0.48,0.5,0.51,0.33,0.43,No
0.57,0.54,0.48,0.5,0.37,0.28,0.33,No
0.44,0.28,0.48,0.5,0.43,0.27,0.37,No
0.27,0.3,0.48,0.5,0.71,0.28,0.39,No
0.38,0.26,0.48,0.5,0.54,0.16,0.28,No
0.61,0.66,0.48,0.5,0.46,0.87,0.88,Yes
0.84,0.49,0.48,0.5,0.55,0.78,0.74,No
0.41,0.57,0.48,0.5,0.39,0.21,0.32,No
0.29,0.28,0.48,0.5,0.44,0.23,0.34,No
0.29,0.47,0.48,0.5,0.71,0.65,0.69,Yes
0.4,0.35,0.48,0.5,0.45,0.33,0.42,No
0.28,0.33,0.48,0.5,0.45,0.22,0.33,No
0.7,0.64,0.48,0.5,0.47,0.51,0.47,No
0.63,0.49,0.48,0.5,0.79,0.45,0.28,No
0.32,0.39,0.48,0.5,0.53,0.28,0.38,No
0.43,0.59,0.48,0.5,0.52,0.49,0.56,No
0.41,0.51,0.48,0.5,0.58,0.2,0.31,No
0.43,0.32,0.48,0.5,0.33,0.45,0.52,No
0.54,0.49,0.48,0.5,0.4,0.87,0.88,Yes
0.81,0.44,0.48,0.5,0.42,0.67,0.68,No
0.71,0.71,0.48,0.5,0.68,0.43,0.36,No
0.12,0.67,0.48,0.5,0.74,0.58,0.63,Yes
0.27,0.35,0.48,0.5,0.51,0.77,0.79,Yes
0.85,0.53,0.48,0.5,0.53,0.52,0.35,No
0.42,0.24,0.48,0.5,0.57,0.27,0.37,No
0.61,0.6,0.48,0.5,0.44,0.39,0.38,No
0.37,0.52,0.48,0.5,0.42,0.42,0.36,No
0.44,0.35,0.48,0.5,0.55,0.55,0.61,No
0.6,0.76,1,0.5,0.77,0.59,0.52,No
0.76,0.73,0.48,0.5,0.44,0.39,0.39,No
0.4,0.42,0.48,0.5,0.37,0.27,0.27,No
0.6,0.46,0.48,0.5,0.45,0.81,0.83,Yes
0.59,0.56,0.48,0.5,0.55,0.8,0.82,Yes
0.74,0.56,0.48,0.5,0.47,0.68,0.3,No
0.37,0.44,0.48,0.5,0.42,0.39,0.47,No
0.38,0.46,0.48,0.5,0.48,0.22,0.29,No
0.71,0.4,0.48,0.5,0.71,0.7,0.74,Yes
0.35,0.37,0.48,0.5,0.3,0.34,0.43,No
0.73,0.78,0.48,0.5,0.58,0.51,0.31,No
0.81,0.53,0.48,0.5,0.57,0.87,0.88,No
0.63,0.8,0.48,0.5,0.46,0.31,0.29,No
0.78,0.33,0.48,0.5,0.57,0.77,0.79,No
0.77,0.55,0.48,0.5,0.51,0.78,0.74,No
0.63,0.65,0.48,0.5,0.39,0.44,0.35,No
0.25,0.26,0.48,0.5,0.39,0.32,0.42,No
0.69,0.8,0.48,0.5,0.46,0.57,0.26,No
0.35,0.51,0.48,0.5,0.61,0.71,0.74,Yes
0.63,0.5,0.48,0.5,0.59,0.85,0.86,Yes
0.63,0.86,0.48,0.5,0.39,0.47,0.34,No
0.57,0.59,0.48,0.5,0.39,0.47,0.33,No
0.45,0.4,0.48,0.5,0.61,0.74,0.77,Yes
0.23,0.4,0.48,0.5,0.39,0.28,0.38,No
0.51,0.5,0.48,0.5,0.46,0.32,0.35,No
0.51,0.4,0.48,0.5,0.57,0.62,0.67,Yes
0.66,0.71,0.48,0.5,0.41,0.5,0.35,No
0.74,0.9,0.48,0.5,0.57,0.53,0.29,No
0.77,0.57,0.48,0.5,0.88,0.53,0.2,No
0.73,0.26,0.48,0.5,0.57,0.75,0.78,No
0.25,0.37,0.48,0.5,0.43,0.26,0.36,No
0.66,0.53,0.48,0.5,0.59,0.66,0.66,Yes
0.66,0.49,1,0.5,0.54,0.56,0.36,No
0.38,0.4,0.48,0.5,0.63,0.25,0.35,No
0.74,0.78,0.48,0.5,0.75,0.54,0.15,No
0.35,0.48,0.48,0.5,0.56,0.4,0.48,No
0.44,0.42,0.48,0.5,0.42,0.25,0.2,No
0.67,0.37,0.48,0.5,0.54,0.64,0.68,No
0.74,0.47,0.48,0.5,0.5,0.57,0.42,No
0.51,0.54,0.48,0.5,0.41,0.34,0.43,No
0.64,0.57,0.48,0.5,0.7,0.33,0.26,No
0.32,0.42,0.48,0.5,0.35,0.28,0.38,No
0.4,0.45,0.48,0.5,0.38,0.22,0,No
0.38,0.44,0.48,0.5,0.43,0.2,0.31,No
0.67,0.61,0.48,0.5,0.51,0.37,0.38,No
0.1,0.49,0.48,0.5,0.41,0.67,0.21,Yes
0.63,0.65,0.48,0.5,0.66,0.67,0.71,Yes
0.69,0.59,0.48,0.5,0.46,0.44,0.52,No
0.47,0.28,0.48,0.5,0.56,0.2,0.25,No
0.61,0.52,0.48,0.5,0.54,0.67,0.52,Yes
0.26,0.4,0.48,0.5,0.36,0.26,0.37,No
0.49,0.29,0.48,0.5,0.56,0.24,0.35,No
0.59,0.29,0.48,0.5,0.64,0.75,0.77,No
0.32,0.33,0.48,0.5,0.6,0.06,0.2,No
0.47,0.46,0.48,0.5,0.62,0.74,0.77,No
0.64,0.66,0.48,0.5,0.41,0.39,0.2,No
0.69,0.66,0.48,0.5,0.41,0.5,0.25,No
0.42,0.35,0.48,0.5,0.58,0.15,0.27,No
0.3,0.45,0.48,0.5,0.36,0.21,0.32,No
0.74,0.49,0.48,0.5,0.42,0.54,0.36,No
0.39,0.32,0.48,0.5,0.46,0.24,0.35,No
0.89,0.55,0.48,0.5,0.51,0.72,0.76,Yes
0.27,0.42,0.48,0.5,0.37,0.38,0.43,No
0.44,0.51,0.48,0.5,0.47,0.26,0.36,No
0.36,0.41,0.48,0.5,0.48,0.47,0.54,No
0.23,0.48,0.48,0.5,0.59,0.88,0.89,Yes
0.64,0.84,0.48,0.5,0.37,0.45,0.4,No
0.75,0.37,0.48,0.5,0.64,0.7,0.74,No
0.76,0.71,0.48,0.5,0.5,0.71,0.75,No
0.83,0.37,0.48,0.5,0.61,0.71,0.74,Yes
0,0.38,0.48,0.5,0.42,0.48,0.55,No
0.21,0.34,0.48,0.5,0.51,0.28,0.39,No
0.69,0.65,0.48,0.5,0.63,0.48,0.41,No
0.61,0.36,0.48,0.5,0.49,0.35,0.44,No
0.53,0.38,0.48,0.5,0.44,0.26,0.36,No
0.43,0.4,0.48,0.5,0.58,0.75,0.78,Yes
0.34,0.42,0.48,0.5,0.41,0.34,0.43,No
0.44,0.35,0.48,0.5,0.44,0.52,0.59,No
0.37,0.47,0.48,0.5,0.39,0.76,0.79,Yes
0.61,0.75,0.48,0.5,0.51,0.33,0.33,No
0.3,0.37,0.48,0.5,0.43,0.18,0.3,No
0.74,0.74,0.48,0.5,0.31,0.53,0.52,No
0.29,0.52,0.48,0.5,0.42,0.29,0.39,No
0.47,0.59,0.48,0.5,0.52,0.76,0.79,Yes
0.3,0.44,0.48,0.5,0.49,0.22,0.33,No
0.22,0.36,0.48,0.5,0.35,0.39,0.47,No
0.29,0.47,0.48,0.5,0.41,0.23,0.34,No
0.31,0.5,0.48,0.5,0.57,0.84,0.85,Yes
0.34,0.35,0.48,0.5,0.51,0.49,0.56,No
0.74,0.44,0.48,0.5,0.55,0.88,0.89,Yes
0.4,0.5,0.48,0.5,0.65,0.82,0.84,Yes
0.68,0.82,0.48,0.5,0.38,0.65,0.56,No
0.54,0.57,0.48,0.5,0.56,0.81,0.83,Yes
0.68,0.76,0.48,0.5,0.84,0.45,0.27,No
0.34,0.45,0.48,0.5,0.38,0.24,0.35,No
0.23,0.58,0.48,0.5,0.37,0.53,0.59,No
0.63,0.75,0.48,0.5,0.64,0.73,0.66,Yes
